"","CIlo","Probability","CIhi","Sp","Species","Age","Type"
"135",0.0166249419744909,0.0962068536097631,0.30620498432983,"4","spotted",14,"Survival"
"136",0.0113864436967858,0.0777726567787441,0.274488608280929,"4","spotted",15,"Survival"
"137",0.00732888160301542,0.0606942717371099,0.241652245507169,"4","spotted",16,"Survival"
"138",0.00439803980197243,0.0455154984319748,0.208449523077935,"4","spotted",17,"Survival"
"139",0.00244030340110122,0.032640331632324,0.175750381520158,"4","spotted",18,"Survival"
"140",0.00124114601328957,0.0222705161739648,0.144467943172789,"4","spotted",19,"Survival"
"141",0.000573411085802675,0.0144901528905765,0.115471407640384,"4","spotted",20,"Survival"
"142",0.000238385931497102,0.00891359416285239,0.0894967817964915,"4","spotted",21,"Survival"
"143",8.83099429524508e-05,0.00515451084983071,0.0670699905632205,"4","spotted",22,"Survival"
"144",2.88556110519111e-05,0.00278744002548177,0.0484565183044345,"4","spotted",23,"Survival"
"145",8.22908831569173e-06,0.00139398189005729,0.0336476029523402,"4","spotted",24,"Survival"
"146",2.02587248423072e-06,0.000643497565714274,0.0225494447770547,"4","spotted",25,"Survival"
"147",4.25672316115872e-07,0.000272947720638246,0.0144555487533392,"4","spotted",26,"Survival"
"148",7.5444538577602e-08,0.000105751581710209,0.00883470263288989,"4","spotted",27,"Survival"
"149",1.11422738602121e-08,3.71995911834986e-05,0.005130605908146,"4","spotted",28,"Survival"
"150",1.35404298717767e-09,1.17583373393628e-05,0.00282152842373635,"4","spotted",29,"Survival"
"151",1.33639072687429e-10,3.30657081377337e-06,0.00146426042573372,"4","spotted",30,"Survival"
"152",1.05685210247212e-11,8.29273504327144e-07,0.000714511570808188,"4","spotted",31,"Survival"
"153",6.60415496302134e-13,1.85445547088421e-07,0.000326630333793125,"4","spotted",32,"Survival"
"154",3.21431654515341e-14,3.56306453328514e-08,0.000139354234495204,"4","spotted",33,"Survival"
"155",1.20054222534259e-15,5.78209698105957e-09,5.52740998267659e-05,"4","spotted",34,"Survival"
"156",3.38872356049766e-17,8.06647576796084e-10,2.03022582303625e-05,"4","spotted",35,"Survival"
"157",7.11577312911789e-19,9.7356967498648e-11,6.87755152133294e-06,"4","spotted",36,"Survival"
"158",1.09502298508697e-20,1.02958293214045e-11,2.13992589523711e-06,"4","spotted",37,"Survival"
"159",1.21613104103236e-22,9.19451205897116e-13,6.08990990513367e-07,"4","spotted",38,"Survival"
"160",9.55354452925694e-25,6.87969437542954e-14,1.57835937837888e-07,"4","spotted",39,"Survival"
"161",0.0727791942645845,0.14063155553855,0.276321021431167,"1","bearded",0,"Hazard"
"162",0.0436886787052647,0.0854662405210605,0.166659444698301,"1","bearded",1,"Hazard"
"163",0.0327638658971199,0.0647881295324972,0.125515932390847,"1","bearded",2,"Hazard"
"164",0.0272479081196583,0.0541674416824449,0.104883981818771,"1","bearded",3,"Hazard"
"165",0.0243135339288484,0.0486611800027188,0.094225026530032,"1","bearded",4,"Hazard"
"166",0.023031507485427,0.0464274584700793,0.0899704388685706,"1","bearded",5,"Hazard"
"167",0.0230289820201949,0.046777529303442,0.0906844342440545,"1","bearded",6,"Hazard"
"168",0.0241494026312091,0.0492764218866468,0.095771638462117,"1","bearded",7,"Hazard"
"169",0.0261554350652348,0.0538598378874917,0.105049162159821,"1","bearded",8,"Hazard"
"170",0.0291358852040643,0.0607004428499755,0.11853342284173,"1","bearded",9,"Hazard"
"171",0.0331276093200514,0.0697676132656216,0.135906212894841,"1","bearded",10,"Hazard"
"172",0.0381552659965642,0.0811520086312738,0.15682912172114,"1","bearded",11,"Hazard"
"173",0.0442808720508931,0.0949658985275819,0.182169651774401,"1","bearded",12,"Hazard"
"174",0.0515582957950031,0.111308342214576,0.212139462972924,"1","bearded",13,"Hazard"
"175",0.0600461203409941,0.130251642553232,0.247225770405477,"1","bearded",14,"Hazard"
"176",0.0698061301327936,0.151955623166991,0.288214784260891,"1","bearded",15,"Hazard"
"177",0.0809023210219205,0.176556417596137,0.33509193096038,"1","bearded",16,"Hazard"
"178",0.0934002351481017,0.203872026400955,0.387840353949795,"1","bearded",17,"Hazard"
"179",0.107993269496717,0.234269601914641,0.446741020726368,"1","bearded",18,"Hazard"
"180",0.12435287888638,0.267908692763998,0.512077273206403,"1","bearded",19,"Hazard"
"181",0.142471619714235,0.3049240395652,0.584134005851674,"1","bearded",20,"Hazard"
"182",0.162432219352708,0.345450672334921,0.663197074881977,"1","bearded",21,"Hazard"
"183",0.183975406055104,0.389623693224216,0.749552868925185,"1","bearded",22,"Hazard"
"184",0.207399465989763,0.43668438596951,0.843487994263946,"1","bearded",23,"Hazard"
"185",0.232822630061231,0.486903353067693,0.94528904258855,"1","bearded",24,"Hazard"
"186",0.260320866876258,0.54088897761583,1,"1","bearded",25,"Hazard"
"187",0.289970162039544,0.598754890824802,1,"1","bearded",26,"Hazard"
"188",0.321846490991633,0.660614138416354,1,"1","bearded",27,"Hazard"
"189",0.35602579821176,0.727255732000127,1,"1","bearded",28,"Hazard"
"190",0.392583981277735,0.798890269283901,1,"1","bearded",29,"Hazard"
"191",0.431596878660772,0.875058609504393,1,"1","bearded",30,"Hazard"
"192",0.47314026041204,0.955883564200716,1,"1","bearded",31,"Hazard"
"193",0.517289821101605,NA,1,"1","bearded",32,"Hazard"
"194",0.564121174521023,NA,1,"1","bearded",33,"Hazard"
"195",0.613559111100933,NA,1,"1","bearded",34,"Hazard"
"196",0.665385475693331,NA,1,"1","bearded",35,"Hazard"
"197",0.720042668547244,NA,1,"1","bearded",36,"Hazard"
"198",0.777601742473774,NA,1,"1","bearded",37,"Hazard"
"199",0.838133620461192,NA,1,"1","bearded",38,"Hazard"
"200",0.90170909666619,NA,1,"1","bearded",39,"Hazard"
"201",0.0926059892681071,0.171500006342183,0.343838977568977,"2","ribbon",0,"Hazard"
"202",0.0560769920810739,0.103522523803904,0.208166850652646,"2","ribbon",1,"Hazard"
"203",0.0423355226625269,0.0779982594694201,0.157261007535696,"2","ribbon",2,"Hazard"
"204",0.0353741720997678,0.0654110121158062,0.131811250638932,"2","ribbon",3,"Hazard"
"205",0.0317462509214229,0.0590948302553216,0.118761878245146,"2","ribbon",4,"Hazard"
"206",0.0302463071568357,0.0563484282688772,0.113671233510466,"2","ribbon",5,"Hazard"
"207",0.030385326363061,0.0567093118744134,0.114733985433504,"2","ribbon",6,"Hazard"
"208",0.0319565907375957,0.0598656542137598,0.121182896333218,"2","ribbon",7,"Hazard"
"209",0.034883558578513,0.0656904906313076,0.1327287424198,"2","ribbon",8,"Hazard"
"210",0.0391565469854925,0.0744270076442676,0.149327231432994,"2","ribbon",9,"Hazard"
"211",0.0448029972506388,0.0862094809480173,0.171069596914275,"2","ribbon",10,"Hazard"
"212",0.0518722006456269,0.100106138473062,0.198126444634517,"2","ribbon",11,"Hazard"
"213",0.0604268886704425,0.116799217233647,0.230716873033418,"2","ribbon",12,"Hazard"
"214",0.0705383401068501,0.136254708139615,0.269090537027791,"2","ribbon",13,"Hazard"
"215",0.0822834037960173,0.159453235610125,0.313516758370318,"2","ribbon",14,"Hazard"
"216",0.0957426189706183,0.186085782624106,0.36427766984231,"2","ribbon",15,"Hazard"
"217",0.110998991496414,0.216255676630653,0.421663767560458,"2","ribbon",16,"Hazard"
"218",0.128137176368025,0.250810534487344,0.485970952824234,"2","ribbon",17,"Hazard"
"219",0.147242919662872,0.289827233438096,0.557498523712413,"2","ribbon",18,"Hazard"
"220",0.16840267065166,0.332844632958393,0.636547788301366,"2","ribbon",19,"Hazard"
"221",0.191703308104822,0.380326484605372,0.723421094075661,"2","ribbon",20,"Hazard"
"222",0.217231944801485,0.431857806786158,0.818421141547409,"2","ribbon",21,"Hazard"
"223",0.245075786550339,0.487690205523236,0.92251350386126,"2","ribbon",22,"Hazard"
"224",0.275322029806067,0.548338131715504,1,"2","ribbon",23,"Hazard"
"225",0.308057786990176,0.61397743474304,1,"2","ribbon",24,"Hazard"
"226",0.343370031939872,0.684783631773476,1,"2","ribbon",25,"Hazard"
"227",0.381345560135824,0.760931839477159,1,"2","ribbon",26,"Hazard"
"228",0.422070959881214,0.842596725241177,1,"2","ribbon",27,"Hazard"
"229",0.466317779356255,0.929952472906431,1,"2","ribbon",28,"Hazard"
"230",0.513568759532502,NA,1,"2","ribbon",29,"Hazard"
"231",0.563937553339403,NA,1,"2","ribbon",30,"Hazard"
"232",0.617517148553831,NA,1,"2","ribbon",31,"Hazard"
"233",0.674400368035222,NA,1,"2","ribbon",32,"Hazard"
"234",0.734679865517777,NA,1,"2","ribbon",33,"Hazard"
"235",0.798448123031216,NA,1,"2","ribbon",34,"Hazard"
"236",0.86579744958555,NA,1,"2","ribbon",35,"Hazard"
"237",0.936819980837133,NA,1,"2","ribbon",36,"Hazard"
"238",1,NA,1,"2","ribbon",37,"Hazard"
"239",1,NA,1,"2","ribbon",38,"Hazard"
"240",1,NA,1,"2","ribbon",39,"Hazard"
"241",0.0525227168932084,0.11771422932459,0.214951910255283,"3","ringed",0,"Hazard"
"242",0.0315949164438455,0.0710037339325726,0.130618023297237,"3","ringed",1,"Hazard"
"243",0.0237428233009566,0.0535643769488825,0.0990110800546337,"3","ringed",2,"Hazard"
"244",0.0198113008123841,0.0449016284719631,0.0832274695764665,"3","ringed",3,"Hazard"
"245",0.0177880282091585,0.0401822934187115,0.075168546803628,"3","ringed",4,"Hazard"
"246",0.0169901664075524,0.0380899244604355,0.0720951634051499,"3","ringed",5,"Hazard"
"247",0.0171417485192986,0.0382391980539143,0.0729080861887485,"3","ringed",6,"Hazard"
"248",0.0181270855926634,0.0403923368693145,0.0771540401947856,"3","ringed",7,"Hazard"
"249",0.0199043599138852,0.0444549696281232,0.0846774720162844,"3","ringed",8,"Hazard"
"250",0.0224696626840774,0.0502537697057228,0.0954756251191481,"3","ringed",9,"Hazard"
"251",0.0258401087215941,0.0579133111656232,0.109630495431807,"3","ringed",10,"Hazard"
"252",0.0300451653254401,0.0674125890135842,0.127273887610722,"3","ringed",11,"Hazard"
"253",0.0351184208632613,0.078849248673199,0.148568182516208,"3","ringed",12,"Hazard"
"254",0.0410921478670722,0.0922245958219342,0.173695152621132,"3","ringed",13,"Hazard"
"255",0.0480204982340062,0.107437963211229,0.202849160560741,"3","ringed",14,"Hazard"
"256",0.0559499824276784,0.124761605788443,0.23623286826916,"3","ringed",15,"Hazard"
"257",0.0649284706461454,0.144458311010332,0.274054446030326,"3","ringed",16,"Hazard"
"258",0.0750047303744388,0.166870859000455,0.316525710210547,"3","ringed",17,"Hazard"
"259",0.0862281113953839,0.192289052068193,0.363860853850163,"3","ringed",18,"Hazard"
"260",0.0986483274274799,0.220511346415561,0.416275565863404,"3","ringed",19,"Hazard"
"261",0.112315302548711,0.251168006685938,0.473986410884644,"3","ringed",20,"Hazard"
"262",0.127279061935664,0.284115379073358,0.537210387480699,"3","ringed",21,"Hazard"
"263",0.143589653451543,0.320133908193438,0.60616461059074,"3","ringed",22,"Hazard"
"264",0.161297091041515,0.359317647598098,0.681066081835552,"3","ringed",23,"Hazard"
"265",0.180401334972987,0.401670475984886,0.762131522828012,"3","ringed",24,"Hazard"
"266",0.200864807918336,0.447340610439857,0.849577254194298,"3","ringed",25,"Hazard"
"267",0.22284569873678,0.496672842511304,0.943619108105279,"3","ringed",26,"Hazard"
"268",0.246391409588318,0.550116074675294,1,"3","ringed",27,"Hazard"
"269",0.271549171499093,0.607301430847378,1,"3","ringed",28,"Hazard"
"270",0.298366037288959,0.668344157005627,1,"3","ringed",29,"Hazard"
"271",0.326888877166164,0.733359186617979,1,"3","ringed",30,"Hazard"
"272",0.357164376329009,0.802461132913426,1,"3","ringed",31,"Hazard"
